Column1;Column2;Column3;Column4;Column5;Column6
A81758FFFE045989;2021-10-29 13:30;26.877;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 13:30;25.863;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 13:45;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 13:45;23.13;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 13:45;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 13:45;26.878;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 13:45;25.862;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 14:00;27.596;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 14:00;23.13;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 14:00;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 14:00;26.879;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 14:00;25.862;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 14:15;27.598;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 14:15;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 14:15;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 14:15;26.884;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 14:15;25.86;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 14:30;27.595;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 14:30;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 14:30;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 14:30;26.879;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 14:30;25.861;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 14:45;27.597;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 14:45;23.131;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 14:45;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 14:45;26.88;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 14:45;25.862;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 15:00;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 15:00;23.127;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 15:00;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 15:00;26.881;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 15:00;25.861;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 15:15;27.601;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 15:15;23.127;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 15:15;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 15:15;26.892;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 15:15;25.86;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 15:30;27.605;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 15:30;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 15:30;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 15:30;26.876;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 15:30;25.861;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 15:45;27.603;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 15:45;23.124;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 15:45;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 15:45;26.871;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 15:45;25.86;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 16:00;27.6;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 16:00;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 16:00;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 16:00;26.885;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 16:00;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 16:15;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 16:15;23.129;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 16:15;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 16:15;26.881;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 16:15;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 16:30;27.604;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 16:30;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 16:30;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 16:30;26.884;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 16:30;25.86;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 16:45;27.604;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 16:45;23.127;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 16:45;22.946;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 16:45;26.879;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 16:45;25.857;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 17:00;27.604;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 17:00;23.127;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 17:00;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 17:00;26.882;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 17:00;25.859;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 17:15;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 17:15;23.129;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 17:15;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 17:15;26.876;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 17:15;25.861;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 17:30;27.604;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 17:30;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 17:30;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 17:30;26.879;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 17:30;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 17:45;27.603;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 17:45;23.12;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 17:45;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 17:45;26.878;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 17:45;25.857;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 18:00;27.603;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 18:00;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 18:00;22.94;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 18:00;26.879;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 18:00;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 18:15;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 18:15;23.124;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 18:15;22.942;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 18:15;26.87;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 18:15;25.857;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 18:30;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 18:30;23.121;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 18:30;22.941;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 18:30;26.878;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 18:30;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 18:45;27.603;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 18:45;23.127;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 18:45;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 18:45;26.881;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 18:45;25.859;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 19:00;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 19:00;23.127;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 19:00;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 19:00;26.87;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 19:00;25.859;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 19:15;27.603;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 19:15;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 19:15;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 19:15;26.875;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 19:15;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 19:30;27.603;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 19:30;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 19:30;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 19:30;26.872;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 19:30;25.857;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 19:45;27.604;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 19:45;23.122;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 19:45;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 19:45;26.876;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 19:45;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 20:00;27.603;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 20:00;23.124;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 20:00;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 20:00;26.866;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 20:00;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 20:15;27.6;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 20:15;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 20:15;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 20:15;26.877;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 20:15;25.857;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 20:30;27.6;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 20:30;23.122;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 20:30;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 20:30;26.878;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 20:30;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 20:45;27.605;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 20:45;23.126;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 20:45;22.942;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 20:45;26.878;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 20:45;25.857;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 21:00;27.603;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 21:00;23.129;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 21:00;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 21:00;26.881;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 21:00;25.857;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 21:15;27.601;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 21:15;23.123;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 21:15;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 21:15;26.873;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 21:15;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 21:30;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 21:30;23.124;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 21:30;22.942;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 21:30;26.867;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 21:30;25.859;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 21:45;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 21:45;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 21:45;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 21:45;26.877;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 21:45;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 22:00;27.605;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 22:00;23.123;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 22:00;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 22:00;26.879;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 22:00;25.856;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 22:15;27.601;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 22:15;23.122;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 22:15;22.942;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 22:15;26.874;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 22:15;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 22:30;27.6;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 22:30;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 22:30;22.942;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 22:30;26.873;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 22:30;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 22:45;27.601;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 22:45;23.127;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 22:45;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 22:45;26.875;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 22:45;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 23:00;27.6;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 23:00;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 23:00;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 23:00;26.873;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 23:00;25.855;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 23:15;27.604;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 23:15;23.123;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 23:15;22.942;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 23:15;26.873;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 23:15;25.857;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 23:30;27.601;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 23:30;23.123;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 23:30;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 23:30;26.88;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 23:30;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-29 23:45;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-29 23:45;23.124;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-29 23:45;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-29 23:45;26.876;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-29 23:45;25.855;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 00:00;27.6;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 00:00;23.123;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 00:00;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 00:00;26.87;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 00:00;25.855;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 00:15;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 00:15;23.124;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 00:15;22.941;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 00:15;26.876;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 00:15;25.855;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 00:30;27.601;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 00:30;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 00:30;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 00:30;26.88;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 00:30;25.855;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 00:45;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 00:45;23.124;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 00:45;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 00:45;26.87;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 00:45;25.854;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 01:00;27.601;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 01:00;23.123;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 01:00;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 01:00;26.878;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 01:00;25.856;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 01:15;27.603;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 01:15;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 01:15;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 01:15;26.87;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 01:15;25.858;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 01:30;27.601;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 01:30;23.123;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 01:30;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 01:30;26.873;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 01:30;25.855;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 01:45;27.605;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 01:45;23.124;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 01:45;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 01:45;26.878;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 01:45;25.856;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 02:00;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 02:00;23.125;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 02:00;22.943;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 02:00;26.869;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 02:00;25.854;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 02:15;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 02:15;23.128;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 02:15;22.942;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 02:15;26.878;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 02:15;25.856;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 02:30;27.601;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 02:30;23.122;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 02:30;22.945;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 02:30;26.873;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 02:30;25.854;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 02:45;27.601;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 02:45;23.124;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 02:45;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 02:45;26.875;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 02:45;25.855;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 03:00;27.602;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 03:00;23.127;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 03:00;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 03:00;26.873;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 03:00;25.853;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 03:15;27.603;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 03:15;23.121;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-30 03:15;22.944;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-30 03:15;26.875;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-30 03:15;25.855;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-30 03:30;27.603;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-30 03:30;23.124;Lilljansberget tr‰bro;NivÂ;FALSE
